 
list-none-none,1,10,1,30,99357,3311
list-none-none,1,100,1,300,111881,372
list-none-none,1,1000,1,3000,1660602,553
list-none-none,1,10000,1,30000,335483232,11182
list-none-none,1,20000,1,60000,1665604398,27760
list-none-none,2,1,1,6,114344,19057
list-none-none,2,10,1,60,99431,1657
list-none-none,2,100,1,600,289615,482
list-none-none,2,1000,1,6000,13100532,2183
list-none-none,4,1,1,12,134000,11166
list-none-none,4,10,1,120,149344,1244
list-none-none,8,1,1,24,214466,8936
list-none-none,8,10,1,240,277541,1156
list-none-none,8,100,1,2400,1697814,707
list-none-none,12,1,1,36,326019,9056
list-none-none,12,10,1,360,347311,964
list-i-none,2,1,1,6,122143,20357
list-i-none,2,2,1,12,80086,6673
list-i-none,2,4,1,24,103102,4295
list-i-none,2,8,1,48,105905,2206
list-i-none,2,16,1,96,117237,1221
list-i-none,2,32,1,192,145739,759
list-i-none,4,1,1,12,144227,12018
list-i-none,4,2,1,24,134623,5609
list-i-none,4,8,1,96,137620,1433
list-i-none,4,16,1,192,172734,899
list-i-none,8,1,1,24,254185,10591
list-i-none,8,2,1,48,248442,5175
list-i-none,8,4,1,96,233530,2432
list-i-none,8,8,1,192,265410,1382
list-i-none,8,16,1,384,272550,709
list-i-none,12,1,1,36,331710,9214
list-i-none,12,2,1,72,364839,5067
list-i-none,12,4,1,144,365669,2539
list-i-none,12,8,1,288,349129,1212
list-i-none,12,16,1,576,384440,667
list-d-none,2,1,1,6,107656,17942
list-d-none,2,2,1,12,96623,8051
list-d-none,2,4,1,24,76674,3194
list-d-none,2,8,1,48,97750,2036
list-d-none,2,16,1,96,97632,1017
list-d-none,2,32,1,192,82661,430
list-d-none,4,1,1,12,141454,11787
list-d-none,4,2,1,24,132096,5504
list-d-none,4,4,1,48,155601,3241
list-d-none,4,8,1,96,148610,1548
list-d-none,4,16,1,192,143377,746
list-d-none,8,1,1,24,244422,10184
list-d-none,8,2,1,48,269223,5608
list-d-none,8,4,1,96,259612,2704
list-d-none,8,8,1,192,275148,1433
list-d-none,8,16,1,384,239332,623
list-d-none,12,1,1,36,323483,8985
list-d-none,12,2,1,72,345749,4802
list-d-none,12,4,1,144,343388,2384
list-d-none,12,8,1,288,347381,1206
list-d-none,12,16,1,576,349159,606
list-il-none,2,1,1,6,113363,18893
list-il-none,2,2,1,12,85687,7140
list-il-none,2,4,1,24,110669,4611
list-il-none,2,8,1,48,130959,2728
list-il-none,2,16,1,96,154993,1614
list-il-none,2,32,1,192,204642,1065
list-il-none,4,1,1,12,137586,11465
list-il-none,4,2,1,24,157764,6573
list-il-none,4,4,1,48,157300,3277
list-il-none,4,8,1,96,175708,1830
list-il-none,4,16,1,192,206507,1075
list-il-none,8,1,1,24,253452,10560
list-il-none,8,2,1,48,259733,5411
list-il-none,8,4,1,96,253371,2639
list-il-none,8,8,1,192,286719,1493
list-il-none,8,16,1,384,396521,1032
list-il-none,12,1,1,36,364973,10138
list-il-none,12,2,1,72,373570,5188
list-il-none,12,4,1,144,383897,2665
list-il-none,12,8,1,288,401966,1395
list-dl-none,2,1,1,6,102891,17148
list-dl-none,2,2,1,12,103849,8654
list-dl-none,2,4,1,24,112771,4698
list-dl-none,2,8,1,48,110760,2307
list-dl-none,2,16,1,96,136358,1420
list-dl-none,2,32,1,192,171099,891
list-dl-none,4,1,1,12,155105,12925
list-dl-none,4,2,1,24,141105,5879
list-dl-none,4,4,1,48,147974,3082
list-dl-none,4,8,1,96,159222,1658
list-dl-none,4,16,1,192,203079,1057
list-dl-none,8,1,1,24,255855,10660
list-dl-none,8,2,1,48,260923,5435
list-dl-none,8,4,1,96,269577,2808
list-dl-none,8,8,1,192,254349,1324
list-dl-none,8,16,1,384,365250,951
list-dl-none,12,1,1,36,354725,9853
list-dl-none,12,2,1,72,405307,5629
list-dl-none,12,4,1,144,379139,2632
list-dl-none,12,8,1,288,409031,1420
list-dl-none,12,16,1,576,538957,935
list-i-m,12,32,1,1152,1684989,1462
list-d-m,12,32,1,1152,1184572,1028
list-il-m,12,32,1,1152,4750102,4123
list-dl-m,12,32,1,1152,4018771,3488
list-i-s,12,32,1,1152,898848,780
list-d-s,12,32,1,1152,528225,458
list-il-s,12,32,1,1152,3442859,2988
list-dl-s,12,32,1,1152,2970403,2578
list-none-none,1,1000,1,3000,1665777,555
list-none-m,1,1000,1,3000,1673839,557
list-none-m,2,1000,1,6000,11031100,1838
list-none-m,4,1000,1,12000,44104620,3675
list-none-m,8,1000,1,24000,219076896,9128
list-none-m,12,1000,1,36000,595637637,16545
list-none-m,16,1000,1,48000,1174928140,24477
list-none-m,24,1000,1,72000,3058390313,42477
list-none-s,1,1000,1,3000,1672326,557
list-none-s,2,1000,1,6000,8470335,1411
list-none-s,4,1000,1,12000,45368065,3780
list-none-s,8,1000,1,24000,265123642,11046
list-none-s,12,1000,1,36000,701455016,19484
list-none-s,16,1000,1,48000,1330905625,27727
list-none-s,24,1000,1,72000,3115304652,43268
